PI name,SMILES-Polymer,Tg(℃),Measurement methods
"poly[(1,3-dioxoisoindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylenesulfanediylthiophene-2,5-diylsulfanediyl-1,4-phenylene]",*c1ccc(cc1)Sc1ccc(s1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,220.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)sulfanediyl-1,4-phenylenesulfanediyl-1,4-phenylenesulfanediyl(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylenesulfanediylthiophene-2,5-diylsulfanediylthiophene-2,5-diylsulfanediylthiophene-2,5-diylsulfanediyl-1,4-phenylene]",*c1ccc(cc1)Sc1ccc(s1)Sc1ccc(s1)Sc1ccc(s1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Sc1ccc(cc1)Sc1ccc(cc1)Sc1ccc2c(c1)C(=O)N(C2=O)*,177.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylenesulfanediylthiophene-2,5-diylsulfanediylthiophene-2,5-diylsulfanediylthiophene-2,5-diylsulfanediyl-1,4-phenylene]",*c1ccc(cc1)Sc1ccc(s1)Sc1ccc(s1)Sc1ccc(s1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,157.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)[bis(trifluoromethyl)methylene](1,3-dioxoisoindoline-5,2-diyl)(4-methyl-1,3-phenylene)iminocarbonyloxyethylene({4-[(4-nitrophenyl)diazenyl]phenyl}imino)ethyleneoxycarbonylimino(4-methyl-1,3-phenylene)}",O=C(Nc1ccc(c(c1)N1C(=O)c2c(C1=O)cc(cc2)*)C)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])CCOC(=O)Nc1cc(ccc1C)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,196.0,DSC
"poly[(1,3,5,7-tetraoxo-2,3,3a,4,4a,6,7,7a,8,8a-decahydro-1H,5H-4,8-ethenobenzo[1,2-c:4,5-c']dipyrrole-2,6-diyl)-1,3-phenyleneoxy-1,3-phenyleneoxy-1,3-phenylene]",*c1cccc(c1)Oc1cccc(c1)Oc1cccc(c1)N1C(=O)C2C(C1=O)C1C=CC2C2C1C(=O)N(C2=O)*,162.0,DSC
"poly[(1,3,5,7-tetraoxo-2,3,6,7-tetrahydro-1H,5H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl)methylenefuran-2,5-diyl(dimethylmethylene)furan-2,5-diylmethylene]",*Cc1ccc(o1)C(c1ccc(o1)Cn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*)(C)C,138.0,DSC
"poly[1,3-dioxoisoindoline-2,5-diyloxy-1,3-dioxoisoindoline-5,2-diylmethylenefuran-2,5-diyl(dimethylmethylene)furan-2,5-diylmethylene]",*Cc1ccc(o1)C(c1ccc(o1)CN1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*)(C)C,116.0,DSC
"poly[1,3-dioxoisoindoline-2,5-diylbis(trifluoromethyl)methylene-1,3-dioxoisoindoline-5,2-diylmethylenefuran-2,5-diyl(dimethylmethylene)furan-2,5-diylmethylene]",*Cc1ccc(o1)C(c1ccc(o1)CN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)*)(C)C,134.0,DSC
"poly[1,1',3,3'-tetraoxo-5,5'-biisoindoline-2,2'-diylmethylenefuran-2,5-diyl(dimethylmethylene)furan-2,5-diylmethylene]",*Cc1ccc(o1)C(c1ccc(o1)CN1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*)(C)C,129.0,DSC
"poly[(1,3,5,7-tetraoxo-2,3,6,7-tetrahydro-1H,5H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl)methylenefuran-2,5-diyl(ethyl)(methyl)methylenefuran-2,5-diylmethylene]",CCC(c1ccc(o1)C*)(c1ccc(o1)Cn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*)C,143.0,DSC
"poly[(1,3,5,7-tetraoxo-2,3,6,7-tetrahydro-1H,5H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl)methylenefuran-2,5-diyl(methyl)(propyl)methylenefuran-2,5-diylmethylene]",CCCC(c1ccc(o1)C*)(c1ccc(o1)Cn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*)C,134.0,DSC
"poly[(1,3,5,7-tetraoxo-2,3,6,7-tetrahydro-1H,5H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl)methylenefuran-2,5-diyl(methyl)methylenefuran-2,5-diylmethylene]",*Cc1ccc(o1)C(c1ccc(o1)Cn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*)C,116.0,DSC
"poly[1,3-dioxoisoindoline-2,5-diyloxy-1,3-dioxoisoindoline-5,2-diylmethylenefuran-2,5-diyl(methyl)methylenefuran-2,5-diylmethylene]",*Cc1ccc(o1)C(c1ccc(o1)CN1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*)C,129.0,DSC
"poly(1,3,5,7-tetraoxo-2,3,6,7-tetrahydro-1H,5H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl-3-phenyl-1,4-phenyleneoxy-1,4-phenylene)",*c1ccc(cc1)Oc1ccc(cc1c1ccccc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,333.0,DSC
"poly{1,3-dioxoisoindoline-5,2-diyl[5-(1,3-benzoxazol-2-yl)-1,3-phenylene]-1,3-dioxoisoindoline-2,5-diylcarbonyliminopyridine-2,6-diyliminocarbonyl}",*C(=O)Nc1cccc(n1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1cc(cc(c1)N1C(=O)c2c(C1=O)cc(cc2)*)c1oc2c(n1)cccc2,365.0,DSC
"poly{1,3-dioxoisoindoline-5,2-diyl[5-(1,3-benzoxazol-2-yl)-1,3-phenylene]-1,3-dioxoisoindoline-2,5-diylcarbonylimino-1,4-phenylenesulfonyl-1,4-phenyleneiminocarbonyl}",*C(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1cc(cc(c1)N1C(=O)c2c(C1=O)cc(cc2)*)c1oc2c(n1)cccc2,367.0,DSC
"poly{1,3-dioxoisoindoline-5,2-diyl[5-(1,3-benzoxazol-2-yl)-1,3-phenylene]-1,3-dioxoisoindoline-2,5-diylcarbonylimino[5-(benzimidazol-2-yl)-1,3-phenylene]iminocarbonyl}",*C(=O)Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(C3=O)c2cc(cc(c2)N2C(=O)c3c(C2=O)cc(cc3)*)c2oc3c(n2)cccc3)cc(c1)c1[nH]c2c(n1)cccc2,371.0,DSC
"poly{1,3-dioxoisoindoline-5,2-diyl[5-(1,3-benzothiazol-2-yl)-1,3-phenylene]-1,3-dioxoisoindoline-2,5-diylcarbonyliminopyridine-2,6-diyliminocarbonyl}",*C(=O)Nc1cccc(n1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1cc(cc(c1)N1C(=O)c2c(C1=O)cc(cc2)*)c1sc2c(n1)cccc2,358.0,DSC
"poly{1,3-dioxoisoindoline-5,2-diyl[5-(1,3-benzothiazol-2-yl)-1,3-phenylene]-1,3-dioxoisoindoline-2,5-diylcarbonylimino-1,4-phenyleneiminocarbonyl}",*C(=O)Nc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1cc(cc(c1)N1C(=O)c2c(C1=O)cc(cc2)*)c1sc2c(n1)cccc2,356.0,DSC
"poly{1,3-dioxoisoindoline-5,2-diyl[5-(1,3-benzothiazol-2-yl)-1,3-phenylene]-1,3-dioxoisoindoline-2,5-diylcarbonylimino-1,4-phenylenesulfonyl-1,4-phenyleneiminocarbonyl}",*C(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1cc(cc(c1)N1C(=O)c2c(C1=O)cc(cc2)*)c1sc2c(n1)cccc2,357.0,DSC
"poly{1,3-dioxoisoindoline-5,2-diyl[5-(1,3-benzothiazol-2-yl)-1,3-phenylene]-1,3-dioxoisoindoline-2,5-diylcarbonylimino[5-(benzimidazol-2-yl)-1,3-phenylene]iminocarbonyl}",*C(=O)Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(C3=O)c2cc(cc(c2)N2C(=O)c3c(C2=O)cc(cc3)*)c2sc3c(n2)cccc3)cc(c1)c1[nH]c2c(n1)cccc2,368.0,DSC
"poly[1,3-dioxoisoindoline-5,2-diyl-1,3-phenylene-1,3-dioxoisoindoline-2,5-diylcarbonyliminopyridine-2,6-diyliminocarbonyl]",*C(=O)Nc1cccc(n1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)*,339.0,DSC
"poly[1,3-dioxoisoindoline-5,2-diyl-1,3-phenylene-1,3-dioxoisoindoline-2,5-diylcarbonylimino-1,4-phenyleneiminocarbonyl]",*C(=O)Nc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)*,341.0,DSC
"poly[1,3-dioxoisoindoline-5,2-diyl-1,3-phenylene-1,3-dioxoisoindoline-2,5-diylcarbonylimino-1,4-phenylenesulfonyl-1,4-phenyleneiminocarbonyl]",*C(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)*,342.0,DSC
"poly[1,3-dioxoisoindoline-5,2-diyl-1,3-phenylene-1,3-dioxoisoindoline-2,5-diylcarbonylimino[5-(benzimidazol-2-yl)-1,3-phenylene]iminocarbonyl]",*C(=O)Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(C3=O)c2cccc(c2)N2C(=O)c3c(C2=O)cc(cc3)*)cc(c1)c1[nH]c2c(n1)cccc2,361.0,DSC
"poly(1,3-dioxoisoindoline-2,5-diylcarbonylimino-1,4-phenyleneoxy-1,3-phenyleneoxy-1,4-phenyleneiminocarbonyl-1,3-dioxoisoindoline-5,2-diyl-1,4-phenylenesulfanediyl-1,4-phenyleneoxy-1,4-phenylenesulfanediyl-1,4-phenylene)",*C(=O)Nc1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Sc1ccc(cc1)Oc1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,179.0,DSC
"poly[1,3-dioxoisoindoline-2,5-diylsulfanediyl-1,3-dioxoisoindoline-5,2-diyl-2-(tert-butyl)-1,4-phenylenemethylene-3-(tert-butyl)-1,4-phenylene]",O=C1c2cc(ccc2C(=O)N1c1ccc(cc1C(C)(C)C)Cc1ccc(c(c1)C(C)(C)C)*)Sc1ccc2c(c1)C(=O)N(C2=O)*,286.0,DSC
"poly[1,3-dioxoisoindoline-2,5-diylsulfonyl-1,3-dioxoisoindoline-5,2-diyl-2-(tert-butyl)-1,4-phenylenemethylene-3-(tert-butyl)-1,4-phenylene]",O=C1c2cc(ccc2C(=O)N1c1ccc(cc1C(C)(C)C)Cc1ccc(c(c1)C(C)(C)C)*)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*,314.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-1,3-phenyleneoxy(2-cyano-1,3-phenylene)oxy-1,3-phenylene(1,3-dioxoisoindoline-2,5-diyl)carbonylimino-1,3-phenyleneoxy(2-cyano-1,3-phenylene)oxy-1,3-phenyleneoxy(2-cyano-1,3-phenylene)oxy-1,3-phenyleneiminocarbonyl]",N#Cc1c(cccc1Oc1cccc(c1)Oc1cccc(c1C#N)Oc1cccc(c1)NC(=O)*)Oc1cccc(c1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1)Oc1cccc(c1C#N)Oc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)*,193.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-1,3-phenyleneoxy(2-cyano-1,3-phenylene)oxy-1,3-phenylene(1,3-dioxoisoindoline-2,5-diyl)carbonylimino-1,3-phenyleneoxy(2-cyano-1,3-phenylene)oxy-1,3-phenyleneiminocarbonyl]",N#Cc1c(cccc1Oc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)*)Oc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)Nc1cccc(c1)Oc1cccc(c1C#N)Oc1cccc(c1)NC(=O)*,214.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-1,3-phenyleneoxy(2-cyano-1,3-phenylene)oxy-1,3-phenylene(1,3-dioxoisoindoline-2,5-diyl)carbonylimino-1,4-phenyleneoxy-1,3-phenyleneoxy-1,4-phenyleneiminocarbonyl]",N#Cc1c(cccc1Oc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)*)Oc1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)Nc1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)NC(=O)*,207.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenyleneoxy(2-cyano-1,3-phenylene)oxy-1,4-phenylene(1,3-dioxoisoindoline-2,5-diyl)carbonylimino-1,3-phenyleneoxy(2-cyano-1,3-phenylene)oxy-1,3-phenyleneoxy(2-cyano-1,3-phenylene)oxy-1,3-phenyleneiminocarbonyl]",N#Cc1c(cccc1Oc1cccc(c1)Oc1cccc(c1C#N)Oc1cccc(c1)NC(=O)*)Oc1cccc(c1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cccc(c1C#N)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*,199.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenyleneoxy(2-cyano-1,3-phenylene)oxy-1,4-phenylene(1,3-dioxoisoindoline-2,5-diyl)carbonylimino-1,4-phenyleneoxy(2-cyano-1,3-phenylene)oxy-1,4-phenyleneiminocarbonyl]",N#Cc1c(cccc1Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)Nc1ccc(cc1)Oc1cccc(c1C#N)Oc1ccc(cc1)NC(=O)*,220.0,DSC
"poly[(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenyleneoxy(2-cyano-1,3-phenylene)oxy-1,4-phenylene(1,3-dioxoisoindoline-2,5-diyl)carbonylimino-1,4-phenyleneoxy-1,3-phenyleneoxy-1,4-phenyleneiminocarbonyl]",N#Cc1c(cccc1Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)Nc1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)NC(=O)*,217.0,DSC
"poly(1,3-dioxoisoindoline-5,2-diyl-3-phenyl-1,4-phenyleneoxy-2-phenyl-1,4-phenylene-1,3-dioxoisoindoline-2,5-diylcarbonyliminobiphenyl-4,4'-diyliminocarbonyl)",*C(=O)Nc1ccc(cc1)c1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)c1ccccc1)Oc1ccc(cc1c1ccccc1)N1C(=O)c2c(C1=O)cc(cc2)*,358.0,DSC
"poly(1,3-dioxoisoindoline-5,2-diyl-3-phenyl-1,4-phenyleneoxy-2-phenyl-1,4-phenylene-1,3-dioxoisoindoline-2,5-diylcarbonylimino-1,4-phenyleneoxy-1,4-phenyleneiminocarbonyl)",*C(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)c1ccccc1)Oc1ccc(cc1c1ccccc1)N1C(=O)c2c(C1=O)cc(cc2)*,345.0,DSC
"poly(1,3-dioxoisoindoline-5,2-diyl-3-phenyl-1,4-phenyleneoxy-2-phenyl-1,4-phenylene-1,3-dioxoisoindoline-2,5-diylcarbonylimino-5-trifluoromethyl-1,2-phenyleneoxynaphthalene-1,5-diyloxy-4-trifluoromethyl-1,2-phenyleneiminocarbonyl)",*C(=O)Nc1cc(ccc1Oc1cccc2c1cccc2Oc1ccc(cc1NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)c1ccccc1)Oc1ccc(cc1c1ccccc1)N1C(=O)c2c(C1=O)cc(cc2)*)C(F)(F)F)C(F)(F)F,376.0,DSC
"poly(1,3-dioxoisoindoline-5,2-diyl-3-phenyl-1,4-phenyleneoxy-2-phenyl-1,4-phenylene-1,3-dioxoisoindoline-2,5-diylcarbonylimino-3-phenyl-1,4-phenyleneoxy-2-phenyl-1,4-phenyleneiminocarbonyl)",*C(=O)Nc1ccc(c(c1)c1ccccc1)Oc1ccc(cc1c1ccccc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)c1ccccc1)Oc1ccc(cc1c1ccccc1)N1C(=O)c2c(C1=O)cc(cc2)*,369.0,DSC
"poly(1,3-dioxoisoindoline-2,5-diyloxy-1,4-phenyleneoxy-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy-1,4-phenylenesulfonyl-1,4-phenyleneoxy-1,4-phenylene)",*c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*,201.0,DSC
"poly(1,3-dioxoisoindoline-2,5-diyloxy-1,4-phenylene(dimethylmethylene)-1,4-phenyleneoxy-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy-1,4-phenylenesulfonyl-1,4-phenyleneoxy-1,4-phenylene)",*c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*)(C)C,200.0,DSC
"poly(1,3-dioxoisoindoline-2,5-diyloxynaphthalene-1,5-diyloxy-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy-1,4-phenylenesulfonyl-1,4-phenyleneoxy-1,4-phenylene)",*c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)*,201.0,DSC
"poly(1,3-dioxoisoindoline-2,5-diyloxy-1,3-phenyleneoxy-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy-1,4-phenylenecarbonyl-1,4-phenyleneoxy-1,4-phenylene)",*c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc(c1)Oc1ccc2c(c1)C(=O)N(C2=O)*,201.0,DSC
"poly[(1,3,5,7-tetraoxo-2,3,6,7-tetrahydro-1H,5H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl)thiocarbonylimino-1,4-phenyleneoxy-1,4-phenyleneiminothiocarbonyl]",*C(=S)Nc1ccc(cc1)Oc1ccc(cc1)NC(=S)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,265.0,DSC
"poly(1,3-dioxoisoindoline-2,5-diylcarbonyl-1,3-dioxoisoindoline-5,2-diylthiocarbonylimino-1,4-phenyleneoxy-1,4-phenyleneiminothiocarbonyl)",*C(=S)Nc1ccc(cc1)Oc1ccc(cc1)NC(=S)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)*,262.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyl[bis(trifluoromethyl)methylene]-1,3-dioxoisoindoline-5,2-diylthiocarbonylimino-1,4-phenyleneoxy-1,4-phenyleneiminothiocarbonyl}",*C(=S)Nc1ccc(cc1)Oc1ccc(cc1)NC(=S)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)*,260.0,DSC
"poly[(4-methyl-1,3-dioxo-3a,6,7,7a-tetrahydroisoindoline-2,6-diyl)-2,5-dioxopyrrolidine-3,1-diyl-1,4-phenyleneoxy-1,4-phenylene]",*c1ccc(cc1)Oc1ccc(cc1)N1C(=O)CC(C1=O)C1C=C(C)C2C(C1)C(=O)N(C2=O)*,278.0,DSC
"poly[(4-methyl-1,3-dioxo-3a,6,7,7a-tetrahydroisoindoline-2,6-diyl)-2,5-dioxopyrrolidine-3,1-diyl(5'-{4-[3,4,5-tris(dodecyoxy)benzoyloxy]phenylcarbamoyl}-1,1':3',1''-terphenyl-3,3''-diyl)]",CCCCCCCCCCCCOc1cc(cc(c1OCCCCCCCCCCCC)OCCCCCCCCCCCC)C(=O)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)c1cccc(c1)N1C(=O)CC(C1=O)C1C=C(C)C2C(C1)C(=O)N(C2=O)*)c1cccc(c1)*,270.0,DSC
"poly[1,3-dioxoisoindoline-2,5-diylsulfonyl-1,3-dioxoisoindoline-5,2-diyl(5'-{4-[3,4,5-tris(dodecyoxy)benzoyloxy]phenylcarbamoyl}-1,1':3',1''-terphenyl-3,3''-diyl)]",CCCCCCCCCCCCOc1cc(cc(c1OCCCCCCCCCCCC)OCCCCCCCCCCCC)C(=O)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*)c1cccc(c1)*,268.0,DSC
"poly[1,3,4-oxadiazole-2,5-diyl-1,4-phenyleneoxy-1,3-phenylene(1,3,6,8-tetraoxo-1,3,6,8-tetrahydro-2H,7H-2,7-diazapyrene-2,7-diyl)-1,3-phenyleneoxy-1,4-phenylene]",*c1ccc(cc1)Oc1cccc(c1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1cccc(c1)Oc1ccc(cc1)c1nnc(o1)*,318.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diylcarbonyloxyethylene[4-(1,2,2-tricyanoethenyl)phenylimino]ethyleneoxycarbonyl-1,3-dioxoisoindoline-5,2-diyl-2,6-dimethyl-1,4-phenylenemethylene-3,5-dimethyl-1,4-phenylene}",N#CC(=C(c1ccc(cc1)N(CCOC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)*)CCOC(=O)*)C#N)C#N,208.0,DSC
"poly{1,3-dioxoisoindoline-5,2-diyl[4-(phenyldiazenyl)-1,3-phenylene]-1,3-dioxoisoindoline-2,5-diylcarbonyloxyethylene(phenylimino)ethyleneoxycarbonyl}",*C(=O)OCCN(c1ccccc1)CCOC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)N1C(=O)c2c(C1=O)cc(cc2)*)N=Nc1ccccc1,156.0,DSC
"poly(1,3-dioxoisoindoline-5,2-diyl{4-[4-(1,2,2-tricyanoethenyl)phenyldiazenyl]-1,3-phenylene}-1,3-dioxoisoindoline-2,5-diylcarbonyloxyethylene[4-(1,2,2-tricynoethenyl)phenylimino]ethyleneoxycarbonyl)",N#CC(=C(c1ccc(cc1)N=Nc1ccc(cc1N1C(=O)c2c(C1=O)cc(cc2)*)N1C(=O)c2c(C1=O)cc(cc2)C(=O)OCCN(c1ccc(cc1)C(=C(C#N)C#N)C#N)CCOC(=O)*)C#N)C#N,187.0,DSC
"poly{1,3-dioxoisoindoline-5,2-diyl[4-(phenyldiazenyl)-1,3-phenylene]-1,3-dioxoisoindoline-2,5-diylcarbonyloxyethylene[4-(phenyldiazenyl)phenylimino]ethyleneoxycarbonyl}",*C(=O)OCCN(c1ccc(cc1)N=Nc1ccccc1)CCOC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)N1C(=O)c2c(C1=O)ccc(c2)*)N=Nc1ccccc1,119.0,DSC
"poly(1,3-dioxoisoindoline-5,2-diyl{4-[4-(1,2,2-tricyanoethyenyl)phenyldiazenyl]-1,3-phenylene}-1,3-dioxoisoindoline-2,5-diylcarbonyloxyethylene{4-[4-(1,2,2-tricyanoethenyl)phenyldiazenyl]phenylimino}ethyleneoxycarbonyl)",N#CC(=C(C#N)C#N)c1ccc(cc1)N=Nc1ccc(cc1)N(CCOC(=O)*)CCOC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)N1C(=O)c2c(C1=O)ccc(c2)*)N=Nc1ccc(cc1)C(=C(C#N)C#N)C#N,121.0,DSC
"poly{[4,8-bis(octyloxy)-1,3,5,7-tetraoxo-2,3,6,7-tetrahydro-1H,5H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl]-3,3'-dimethylbiphenyl-4,4'-diyl}",CCCCCCCCOc1c2c(=O)n(c(=O)c2c(c2c1c(=O)n(c2=O)*)OCCCCCCCC)c1ccc(cc1C)c1ccc(c(c1)C)*,294.0,DSC
"poly{[4,8-bis(octyloxy)-1,3,5,7-tetraoxo-2,3,6,7-tetrahydro-1H,5H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl]-1,4-phenyleneoxy-1,4-phenylene}",CCCCCCCCOc1c2c(=O)n(c(=O)c2c(c2c1c(=O)n(c2=O)*)OCCCCCCCC)c1ccc(cc1)Oc1ccc(cc1)*,220.0,DSC
"poly{[4,8-bis(octyloxy)-1,3,5,7-tetraoxo-2,3,6,7-tetrahydro-1H,5H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl]-1,4-phenylenemethylene-1,4-phenylene}",CCCCCCCCOc1c2c(=O)n(c(=O)c2c(c2c1c(=O)n(c2=O)*)OCCCCCCCC)c1ccc(cc1)Cc1ccc(cc1)*,188.0,DSC
"poly{[4,8-bis(dodecyloxy)-1,3,5,7-tetraoxo-2,3,6,7-tetrahydro-1H,5H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl]-1,4-phenylenemethylene-1,4-phenylene}",CCCCCCCCCCCCOc1c2c(=O)n(c(=O)c2c(c2c1c(=O)n(c2=O)c1ccc(cc1)Cc1ccc(cc1)*)OCCCCCCCCCCCC)*,170.0,DSC
"poly{[4,8-bis(octyloxy)-1,3,5,7-tetraoxo-2,3,6,7-tetrahydro-1H,5H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl]-1,4-phenyleneoxy-1,4-phenylene[bis(trifluoromethyl)methylene]-1,4-phenyleneoxy-1,4-phenylene}",CCCCCCCCOc1c2c(=O)n(c(=O)c2c(c2c1c(=O)n(c2=O)*)OCCCCCCCC)c1ccc(cc1)Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)Oc1ccc(cc1)*,148.0,DSC
