PI name,SMILES-Polymer,Tg(℃),Measurement methods
"poly{(1,3-dioxoisoindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)[3'-(trifluoromethyl)biphenyl-4,4'-diyl]oxy(1,3,3-trimethylindane-6,1-diyl)-1,4-phenyleneoxy[3-(trifluoromethyl)biphenyl-4,4'-diyl]}",*c1ccc(cc1)c1ccc(c(c1)C(F)(F)F)Oc1ccc(cc1)C1(C)CC(c2c1cc(cc2)Oc1ccc(cc1C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*)(C)C,249.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)oxy-1,4-phenylene(dimethylmethylene)-1,4-phenyleneoxy(1,3-dioxoisoindoline-5,2-diyl)[3'-(trifluoromethyl)biphenyl-4,4'-diyl]oxy(1,3,3-trimethylindane-6,1-diyl)-1,4-phenyleneoxy[3-(trifluoromethyl)biphenyl-4,4'-diyl]}",*c1ccc(cc1)c1ccc(c(c1)C(F)(F)F)Oc1ccc(cc1)C1(C)CC(c2c1cc(cc2)Oc1ccc(cc1C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)*)(C)C)(C)C,241.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)(5-butoxy-1,3-phenylene)]",CCCCOc1cc(*)cc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,237.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)[5-(octyloxy)-1,3-phenylene]}",CCCCCCCCOc1cc(*)cc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,185.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)[5-(dodecyloxy)-1,3-phenylene]}",CCCCCCCCCCCCOc1cc(*)cc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,162.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)[5-(hexadecyloxy)-1,3-phenylene]}",CCCCCCCCCCCCCCCCOc1cc(*)cc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,159.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)[bis(trifluoromethyl)methylene](1,3-dioxoisoindoline-5,2-diyl)(5-butoxy-1,3-phenylene)}",CCCCOc1cc(cc(c1)N1C(=O)c2c(C1=O)cc(cc2)*)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,246.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)[bis(trifluoromethyl)methylene](1,3-dioxoisoindoline-5,2-diyl)[5-(octyloxy)-1,3-phenylene]}",CCCCCCCCOc1cc(cc(c1)N1C(=O)c2c(C1=O)cc(cc2)*)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,195.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)[bis(trifluoromethyl)methylene](1,3-dioxoisoindoline-5,2-diyl)[5-(dodecyloxy)-1,3-phenylene]}",CCCCCCCCCCCCOc1cc(cc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)*)N1C(=O)c2c(C1=O)ccc(c2)*,165.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)[bis(trifluoromethyl)methylene](1,3-dioxoisoindoline-5,2-diyl)[5-(hexadecyloxy)-1,3-phenylene]}",CCCCCCCCCCCCCCCCOc1cc(cc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)*)N1C(=O)c2c(C1=O)ccc(c2)*,161.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)carbonyl(1,3-dioxoisoindoline-5,2-diyl)(5-butoxy-1,3-phenylene)]",CCCCOc1cc(cc(c1)N1C(=O)c2c(C1=O)cc(cc2)*)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,244.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)carbonyl(1,3-dioxoisoindoline-5,2-diyl)[5-(octyloxy)-1,3-phenylene]}",CCCCCCCCOc1cc(cc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)*)N1C(=O)c2c(C1=O)ccc(c2)*,195.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)carbonyl(1,3-dioxoisoindoline-5,2-diyl)[5-(dodecyloxy)-1,3-phenylene]}",CCCCCCCCCCCCOc1cc(cc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)*)N1C(=O)c2c(C1=O)ccc(c2)*,182.0,DSC
"poly{(1,3-dioxoisoindoline-2,5-diyl)carbonyl(1,3-dioxoisoindoline-5,2-diyl)[5-(hexadecyloxy)-1,3-phenylene]}",CCCCCCCCCCCCCCCCOc1cc(cc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)*)N1C(=O)c2c(C1=O)ccc(c2)*,179.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)-1,3-phenyleneoxy(4-cyano-1,3-phenylene)oxy-1,3-phenylene]",N#Cc1ccc(cc1Oc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*)Oc1cccc(c1)*,196.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)-1,3-phenyleneoxy(2-cyano-1,3-phenylene)oxy-1,3-phenyleneoxy(2-cyano-1,3-phenylene)oxy-1,3-phenylene]",N#Cc1c(cccc1Oc1cccc(c1)Oc1cccc(c1C#N)Oc1cccc(c1)*)Oc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,176.0,DSC
"poly[(1,3,5,7-tetraoxo-2,5,6,7-tetrahydro-1H,3H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl)-1,4-phenyleneoxy[3,5-di(tert-butyl)biphenyl-4,4'-diyl]]",*c1ccc(cc1)c1cc(c(c(c1)C(C)(C)C)Oc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*)C(C)(C)C,395.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diylcarbonyl-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy[3,5-di(tert-butyl)biphenyl-4,4'-diyl]}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1c(cc(cc1C(C)(C)C)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*)C(C)(C)C,337.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyloxy-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy[3,5-di(tert-butyl)biphenyl-4,4'-diyl]}",*c1ccc(cc1)c1cc(c(c(c1)C(C)(C)C)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*)C(C)(C)C,337.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyl[bis(trifluoromethyl)methylene]-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy[3,5-di(tert-butyl)biphenyl-4,4'-diyl]}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1c(cc(cc1C(C)(C)C)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*)C(C)(C)C,346.0,DSC
"poly{1,1',3,3'-tetraoxo-5,5'-biisoindoline-2,2'-diyl-1,4-phenyleneoxy[3,5-di(tert-butyl)biphenyl-4,4'-diyl]}",*c1ccc(cc1)c1cc(c(c(c1)C(C)(C)C)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*)C(C)(C)C,374.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diylsulfonyl-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy[3,5-di(tert-butyl)biphenyl-4,4'-diyl]}",*c1ccc(cc1)c1cc(c(c(c1)C(C)(C)C)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*)C(C)(C)C,344.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diylcarbonyl-1,3-dioxoisoindoline-5,2-diyl(3-trifluoromethyl-1,4-phenylene)oxy[3,5-di(tert-butyl)biphenyl-4,4'-diyl]}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)C(F)(F)F)Oc1c(cc(cc1C(C)(C)C)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*)C(C)(C)C,358.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyloxy-1,3-dioxoisoindoline-5,2-diyl(3-trifluoro-1,4-phenylene)oxy[3,5-di(tert-butyl)biphenyl-4,4'-diyl]}",*c1ccc(cc1)c1cc(c(c(c1)C(C)(C)C)Oc1ccc(cc1C(F)(F)F)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*)C(C)(C)C,353.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyl[bis(trifluoromethyl)methylene]-1,3-dioxoisoindoline-5,2-diyl(3-trifluoromethyl-1,4-phenylene)oxy[3,5-di(tert-butyl)biphenyl-4,4'-diyl]}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)C(F)(F)F)Oc1c(cc(cc1C(C)(C)C)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*)C(C)(C)C,356.0,DSC
"poly{1,1',3,3'-tetraoxo-5,5'-biisoindoline-2,2'-diyl(3-trifluoromethyl-1,4-phenylene)oxy[3,5-di(tert-butyl)biphenyl-4,4'-diyl]}",*c1ccc(cc1)c1cc(c(c(c1)C(C)(C)C)Oc1ccc(cc1C(F)(F)F)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*)C(C)(C)C,382.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diylsulfonyl-1,3-dioxoisoindoline-5,2-diyl(3-trifluoromethyl-1,4-phenylene)oxy[3,5-di(tert-butyl)biphenyl-4,4'-diyl]}",*c1ccc(cc1)c1cc(c(c(c1)C(C)(C)C)Oc1ccc(cc1C(F)(F)F)N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)*)C(C)(C)C,363.0,DSC
"poly[(1,1',3,3'-tetraoxo-5,5'-biisoindoline-2,2'-diyl)(5-{4'-[(dimethyl)(tert-butyl)siloxy]biphenyl-4-yloxycarbonyl}-1,3-phenylene)]",*c1cc(cc(c1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*)C(=O)Oc1ccc(cc1)c1ccc(cc1)O[Si](C(C)(C)C)(C)C,230.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)sulfanediyl-1,4-phenylenesulfanediyl-1,4-phenylenesulfanediyl(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylenesulfanediyl-1,4-phenylenesulfanediyl-1,4-phenylene]",*c1ccc(cc1)Sc1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Sc1ccc(cc1)Sc1ccc(cc1)Sc1ccc2c(c1)C(=O)N(C2=O)*,192.1,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)sulfanediyl-1,4-phenylenesulfanediyl-1,4-phenylenesulfanediyl(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylenesulfanediyl-1,4-phenylenesulfanediyl-1,4-phenylenesulfanediyl-1,4-phenylene]",*c1ccc(cc1)Sc1ccc(cc1)Sc1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Sc1ccc(cc1)Sc1ccc(cc1)Sc1ccc2c(c1)C(=O)N(C2=O)*,179.1,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)oxy(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylenesulfanediyl-1,4-phenylenesulfanediyl-1,4-phenylenesulfanediyl-1,4-phenylene]",*c1ccc(cc1)Sc1ccc(cc1)Sc1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,196.0,DSC
"poly[(1,1',3,3'-tetraoxo-4,5'-biisoindoline-2,2'-diyl)-1,4-phenylenesulfanediyl-1,4-phenylenesulfanediyl-1,4-phenylenesulfanediyl-1,4-phenylene]",*c1ccc(cc1)Sc1ccc(cc1)Sc1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1cccc2c1C(=O)N(C2=O)*,227.2,DSC
"poly[(1,1',3,3'-tetraoxo-5,5'-biisoindoline-2,2'-diyl)-1,4-phenylenesulfanediyl-1,4-phenylenesulfanediyl-1,4-phenylenesulfanediyl-1,4-phenylene]",*c1ccc(cc1)Sc1ccc(cc1)Sc1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)*,226.9,DSC
"poly[(1,3,5,7-tetraoxo-2,5,6,7-tetrahydro-1H,3H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl)-1,4-phenyleneoxy-1,3-phenylene(4-phenylpyridine-2,6-diyl)-1,3-phenyleneoxy-1,4-phenylene]",*c1ccc(cc1)Oc1cccc(c1)c1nc(cc(c1)c1ccccc1)c1cccc(c1)Oc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*,264.0,DSC
"poly[1,3-dioxoisoindoline-2,5-diyloxy-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy-1,3-phenylene(4-phenylpyridine-2,6-diyl)-1,3-phenyleneoxy-1,4-phenylene]",*c1ccc(cc1)Oc1cccc(c1)c1nc(cc(c1)c1ccccc1)c1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,224.0,DSC
"poly[1,3-dioxoisoindoline-2,5-diylcarbonyl-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy-1,3-phenylene(4-phenylpyridine-2,6-diyl)-1,3-phenyleneoxy-1,4-phenylene]",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cccc(c1)c1nc(cc(c1)c1ccccc1)c1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,260.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyl[bis(trifluoromethyl)methylene]-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy-1,3-phenylene(4-phenylpyridine-2,6-diyl)-1,3-phenyleneoxy-1,4-phenylene}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1cccc(c1)c1nc(cc(c1)c1ccccc1)c1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,180.0,DSC
"poly{(1,3,5,7-tetraoxo-2,5,6,7-tetrahydro-1H,3H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl)[1-(2-methylpropyl)-2-oxoethylene]imino-1,4-phenyleneoxy-1,4-phenyleneureylene-1,4-phenylenemethylene-1,4-phenyleneureylene-1,4-phenyleneoxy-1,4-phenyleneimino[2-(2-methylpropyl)-1-oxoethylene]}",CC(CC(n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)C(CC(C)C)*)C,181.4,DSC
"poly{(1,3,5,7-tetraoxo-2,5,6,7-tetrahydro-1H,3H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl)[1-(2-methylpropyl)-2-oxoethylene]imino-1,4-phenyleneoxy-1,4-phenyleneureylene(3,5,5-trimethylcyclohexane-1,3-diyl)methyleneureylene-1,4-phenyleneoxy-1,4-phenyleneimino[2-(2-methylpropyl)-1-oxoethylene]}",CC(CC(n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)NC1CC(C)(C)CC(C1)(C)CNC(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)C(CC(C)C)*)C,147.5,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)carbonyloxyethylene(phenyl)iminoethyleneoxycarbonyl(1,3-dioxoisoindoline-5,2-diyl)(2,6-dimethyl-1,4-phenylene)methylene(3,5-dimethyl-1,4-phenylene)]",*C(=O)OCCN(c1ccccc1)CCOC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)*,177.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)carbonyloxyethylene({4-[(4-nitrophenyl)diazenyl]phenyl}imino)ethyleneoxycarbonyl(1,3-dioxoisoindoline-5,2-diyl)(2,6-dimethyl-1,4-phenylene)methylene(3,5-dimethyl-1,4-phenylene)]",*C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])CCOC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)*,179.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)carbonyloxyethylene({4-[(2,4-dinitrophenyl)diazenyl]phenyl}imino)ethyleneoxycarbonyl(1,3-dioxoisoindoline-5,2-diyl)(2,6-dimethyl-1,4-phenylene)methylene(3,5-dimethyl-1,4-phenylene)]",*C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])CCOC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)*,176.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)carbonyloxyethylene({4-[(2-cyano-4-nitrophenyl)diazenyl]phenyl}imino)ethyleneoxycarbonyl(1,3-dioxoisoindoline-5,2-diyl)(2,6-dimethyl-1,4-phenylene)methylene(3,5-dimethyl-1,4-phenylene)]",N#Cc1cc(ccc1N=Nc1ccc(cc1)N(CCOC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)*)CCOC(=O)*)[N+](=O)[O-],216.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyloxy-1,3-dioxoisoindoline-5,2-diyl-3-trifluoromethyl-1,4-phenyleneoxy-1,4-phenylenecarbonyl-1,3-phenylene}",*c1cccc(c1)C(=O)c1ccc(cc1)Oc1ccc(cc1C(F)(F)F)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,224.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diylcarbonyl-1,3-dioxoisoindoline-5,2-diyl-3-trifluoromethyl-1,4-phenyleneoxy-1,4-phenylenecarbonyl-1,3-phenylene}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)C(F)(F)F)Oc1ccc(cc1)C(=O)c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,242.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diylbis(trifluoromethyl)methylene-1,3-dioxoisoindoline-5,2-diyl-3-trifluoromethyl-1,4-phenyleneoxy-1,4-phenylenecarbonyl-1,3-phenylene}",FC(c1cc(ccc1Oc1ccc(cc1)C(=O)c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*)N1C(=O)c2c(C1=O)cc(cc2)*)(F)F,222.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyloxy-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy-1,4-phenylenecarbonyl-1,3-phenylene}",*c1cccc(c1)C(=O)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)*,232.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diylcarbonyl-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy-1,4-phenylenecarbonyl-1,3-phenylene}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*,251.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diylbis(trifluoromethyl)methylene-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy-1,4-phenylenecarbonyl-1,3-phenylene}",*c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*,242.0,DSC
"poly[(1,3,5,7-tetraoxo-2,5,6,7-tetrahydro-1H,3H-benzo[1,2-c:4,5-c']dipyrrole-2,6-diyl)-6-chloro-1,3-phenylenemethanylylidenenitrilothiocarbonylimino-1,4-phenylene]",S=C(Nc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)*)N=Cc1ccc(c(c1)*)Cl,276.0,DSC
"poly[1,3-dioxoisoindoline-2,5-diylcarbonyl-1,3-dioxoisoindoline-5,2-diyl-6-chloro-1,3-phenylenemethanylylidenenitrilothiocarbonylimino-1,4-phenylene]",S=C(Nc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*)N=Cc1ccc(c(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)*)Cl,274.0,DSC
"poly[1,3-dioxoisoindoline-2,5-diyl[bis(trifluoromethyl)methylene]-1,3-dioxoisoindoline-5,2-diyl-6-chloro-1,3-phenylenemethanylylidenenitrilothiocarbonylimino-1,4-phenylene]",S=C(Nc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)*)N=Cc1ccc(c(c1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)*)Cl,272.0,DSC
"poly[1,3-dioxoisoindoline-2,5-diyl(dimethylsilanediyl)oxy(dimethylsilanediyl)-1,3-dioxoisoindoline-5,2-diyl-1,4-phenyleneoxy-1,4-phenylene-1,3,4-oxadiazole-2,5-diyl-1,4-phenyleneoxy-1,4-phenylene]",*c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)[Si](O[Si](c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)Oc1ccc(cc1)c1nnc(o1)*)(C)C)(C)C,183.0,DSC
"poly[1,3-dioxoisoindoline-2,5-diyl(dimethylsilanediyl)oxy(dimethylsilanediyl)-1,3-dioxoisoindoline-5,2-diyl-1,3-phenyleneoxy-1,4-phenylene-1,3,4-oxadiazole-2,5-diyl-1,4-phenyleneoxy-1,3-phenylene]",*c1ccc(cc1)Oc1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)[Si](O[Si](c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1)Oc1ccc(cc1)c1nnc(o1)*)(C)C)(C)C,165.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyl[bis(trifluoromethyl)methylene]-1,3-dioxoisoindoline-5,2-diylethylene}",*CCN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)*,180.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyl[bis(trifluoromethyl)methylene]-1,3-dioxoisoindoline-5,2-diylpropane-1,3-diyl}",*CCCN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)*,190.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyl[bis(trifluoromethyl)methylene]-1,3-dioxoisoindoline-5,2-diylbutane-1,4-diyl}",*CCCCN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)*,180.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyl[bis(trifluoromethyl)methylene]-1,3-dioxoisoindoline-5,2-diylpentane-1,5-diyl}",*CCCCCN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)*,160.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyl[bis(trifluoromethyl)methylene]-1,3-dioxoisoindoline-5,2-diylheptane-1,7-diyl}",*CCCCCCCN1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)*,135.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyl[bis(trifluoromethyl)methylene]-1,3-dioxoisoindoline-5,2-diyloctane-1,8-diyl}",*CCCCCCCCN1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)*,122.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyl[bis(trifluoromethyl)methylene]-1,3-dioxoisoindoline-5,2-diylnonane-1,9-diyl}",*CCCCCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)*,110.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyl[bis(trifluoromethyl)methylene]-1,3-dioxoisoindoline-5,2-diyldecane-1,10-diyl}",*CCCCCCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)*,115.0,DSC
"poly{1,3-dioxoisoindoline-2,5-diyl[bis(trifluoromethyl)methylene]-1,3-dioxoisoindoline-5,2-diyldodecane-1,12-diyl}",*CCCCCCCCCCCCN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)*,100.0,DSC
"poly[(1,3-dioxoisoindoline-2,5-diyl)sulfanediyl-1,4-phenylenesulfanediyl-1,4-phenylenesulfanediyl(1,3-dioxoisoindoline-5,2-diyl)-1,4-phenylenesulfanediylthiophene-2,5-diylsulfanediyl-1,4-phenylene]",*c1ccc(cc1)Sc1ccc(s1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Sc1ccc(cc1)Sc1ccc(cc1)Sc1ccc2c(c1)C(=O)N(C2=O)*,185.0,DSC
